CUUNIT,CUDESC,CUTYPE,CUTABL,CUPROM,CUOBSO,CUUNDR,CUMSTI,CUSUBI,CUSYMB,CUSEL1,CUSEL2,CUSEL3,CUSEL4,CUSEL5,CUATR1,CUATR2,CUATR3,CUATR4,CUATR5,CUCOLD,CUHOT,CURMV,CUFERC,CUFEAT,CUKIND,CUADDI,CURNUM,CURDTE,CURDES,CUEFCC,CUEFYY,CUEFMM,CUEFDD,CUCRCC,CUCRYY,CUCRMM,CUCRDD,CUCRTT,CUCRUU,CUCHCC,CUCHYY,CUCHMM,CUCHDD,CUCHTT,CUCHUU
200.33,Obsolete Groundsleeve 42in X 33in W/O Lid for Mini Pad Dry Wall Fuse Assembly,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,PRIMARY,GNDSLEEVE,42X33in,,W/O COVER,,,,,,,,,366,URD,,39,1.1,10/08,OBSOLETE,19,95,1,1,19,95,1,1,12,MNess,20,8,10,1,145529,MNESS
200.41,Obsolete Spec   Use 200.10 and  HH36C,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113252,DDAWSON
200.56,GROUNDSLEEVE 56inx24in W/O LID FOR MINI 3Ph SHRUBLINE TRANSFORMER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,17,PRIMARY,GNDSLEEVE,56x56x24in,,,,,,,,,,,366,URD,655,39,1.0,06/03,NEW SPEC,20,3,1,1,19,95,1,1,12,MNess,20,11,4,22,143453,MNESS
201.10,Obsolete Spec  Use 200.10 and HH36C,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,611,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113252,DDAWSON
201.11,"Obsolete Underground Spec-Like PDXFCS but 48""x40""",S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,375,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
201.12,"Obsolete Underground Spec-Like PDXFCS but 48""x48""for Xfmr enclosure",S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,312,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113218,DDAWSON
201.13,Obsolete Spec Use PDXFPL,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,0,Obsolete,,,,,,,,,,,,,366,URD,614,39,1,10/08,NO LONGER SYMBOLISED PER GIS,19,96,1,16,19,96,1,2,12,MNess,20,8,10,31,145052,MNESS
201.20,Obsolete Spec 202.14,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,13,Obsolete,,,,,,,,,,,,,366,URD,623,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
201.21,Obsolete Spec-vault for submersible equip.(Xfmr/cable junction),S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,13,Obsolete,,,,,,,,,,,,,366,URD,612,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
201.22,"Obsolete Spec-vualt , buried concrete tile for pri. cable tap enclosure",S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,13,Obsolete,,,,,,,,,,,,,366,URD,634,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
201.30,VAULT CONCRETE 4ft X 4ft W/ HINGED COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,13,PRIMARY,VAULT,4X4ft,,HINGED,,,,,,,,,366,URD,,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111413,MNESS
201.31,VAULT CONCRETE 5ft X 7ft W/ ROUND COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,13,PRIMARY,VAULT,5X7ft,,ROUND,,,,,,,,,366,URD,635,39,1,03/01,UFER GROUND ADDED,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111433,MNESS
201.32,VAULT CONCRETE 5ft X 7ft W/ HINGED COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,13,PRIMARY,VAULT,5X7ft,,HINGED,,,,,,,,,366,URD,636,39,1,03/01,UFER GROUND ADDED,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111453,MNESS
201.33,TRANSFORMER PAD AND CONCRETE VAULT   HINGED COVER LT=500KVA,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,5X7ftW/PAD,,HINGED,,,,,,,,,366,URD,,39,1,03/01,GRD COND CHANGED HARD TO SOFT-UFER ADDED,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111616,MNESS
201.34,TRANSFORMER PAD AND CONCRETE VAULT   ROUND COVER LT=500KVA,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,5X7ftW/PAD,,ROUND,,,,,,,,,366,URD,,39,1,03/01,GRD COND CHANGED HARD TO SOFT-UFER ADDED,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111620,MNESS
201.35,TRANSFORMER PAD AND CONCRETE VAULT   HINGED COVER >  500KVA,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,5X7ftW/PAD,,HINGED,,,,,,,,,366,URD,,39,1,03/01,GRD COND CHANGED HARD TO SOFT-UFER ADDED,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111625,MNESS
201.36,TRANSFORMER PAD AND CONCRETE VAULT   ROUND COVER >  500KVA,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,5X7ftW/PAD,,ROUND,,,,,,,,,366,URD,,39,1,03/01,GRD COND CHANGED HARD TO SOFT-UFER ADDED,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111628,MNESS
201.37,VAULT CONCRETE 5ft X 9ft W/DOUBLE HINGED COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,13,PRIMARY,VAULT,5X9ft,,HINGED,,,,,,,,,366,URD,636,39,1.0,04/98,SEC. CHANGED TO CUSTOMER SERVICE WIRE,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111535,MNESS
201.38,VAULT CONCRETE 5ft X 9ft W/ROUND COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,13,PRIMARY,VAULT,5X9ft,,ROUND,,,,,,,,,366,URD,,39,1.0,12/99,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,6,7,28,111548,MNESS
201.40,VFI CONCRETE VAULT W/GRATE AND COUNTERPOISE,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,7x12VFI,,HINGED,,,,,,,,,366,URD,,39,1.0,03/01,GROUND CONDUCTOR CHANGED HARD TO SOFT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,23,164255,MNESS
201.41,VFI CONCRETE VAULT W/GRATE AND COUNTERPOISE 2 OPENINGS FOR VFI,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,7x12VFI,,HINGED,,,,,,,,,366,URD,,39,1.0,04/10,NEW SPEC FOR NOAA VFI,19,96,1,16,20,10,4,27,151149,MNESS,20,12,4,23,164259,MNESS
201.47,VAULT CONCRETE 6ft X 8ft BY  4FT W 30in BLOCKOUT FOR 3PH RECLOSER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,6x8RECL,,RECLOSER,,,,,,,,,366,URD,,39,1.0,10/12,NEW SPEC,20,12,10,11,20,12,10,11,95406,MNESS,20,12,10,11,95610,MNESS
201.50,Obsolete Spec  Use 204.10,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,66,Obsolete,,,,,,,,,,,,,366,URD,637,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
201.51,Obsolete Spec  Use 204.10,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,66,Obsolete,,,,,,,,,,,,,366,URD,656,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
201.52,Obsolete Spec  Use 204.30,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,66,Obsolete,,,,,,,,,,,,,366,URD,657,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
201.60,VAULT CONCRETE 8ft X 10ft BY 8ft DEEP ROUND COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,8X10ft,,ROUND,,,,,,,,,366,URD,,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111648,MNESS
201.70,VAULT CONCRETE 8ft X 13ft BY 8ft DEEP ROUND COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,8x13ft,,ROUND,,,,,,,,,366,URD,,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111651,MNESS
201.72,VAULT CONCRETE 8ft X 16ft BY 6ft DEEP HINGED COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,8x16ft,,HINGED,,,,,,,,,366,URD,,39,1.0,12/04,DRAWING CHANGE  NOTES ADDED,19,96,1,16,20,4,10,18,83401,MNESS,20,6,7,28,111652,MNESS
201.80,VAULT CONCRETE SPECIAL ORDER W/ GROUND,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,14,PRIMARY,VAULT/EQP,,,SPEC.ORDER,,,,,,,,,366,URD,,39,1.0,02/96,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,6,7,28,111702,MNESS
202.14,HANDHOLE 14in X 12in W/COVER FOR STREETLIGHT CONNECTIONS,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,15,Obsolete,HANDHOLE,14X12in,,W/COVER,,,,,,,,,366,URD,997,39,1,02/11,CHANGED FROM OBSOLETE PE-14 TO STREETLIT,19,96,1,16,19,96,1,2,12,MNess,20,11,2,10,153457,MNESS
202.20,HANDHOLE 20in X 12in OPENING W/ COVER (No connectors),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,20X12in,,W/COVER,,,,,,,,,366,URD,655,39,1,03/01,REDRAWN-MATERIAL CHANGED,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
202.28,HANDHOLE 28in X 14in OPENING W/ COVER ABOVE GROUND,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,28X14in,,W/COVER,,,,,,,,,366,URD,655,39,1.1,11/07,DRAWING AND NOTE CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,7,11,13,102956,MNESS
202.30,HANDHOLE CONCRETE POLYMER 30in X 48in X 26in OPENING W/ COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,36X24X26,,W/COVER,,,,,,,,,366,URD,655,39,1.0,10/03,NEW DRAWING,19,95,1,1,19,95,1,1,12,MNess,20,7,11,13,103738,MNESS
202.36,HANDHOLE 36in X 14in OPENING W/ COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,36X14in,,W/COVER,,,,,,,,,366,URD,655,39,1,06/99,NEW DRAWING-RENDERED,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
202.37,HANDHOLE CONCRETE 36in X 24in X 26in OPENING W/ COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,36X24X26,,W/COVER,,,,,,,,,366,URD,655,39,1.0,10/03,NEW DRAWING,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,115241,DDAWSON
202.38,HANDHOLE CONCRETE 13in X 23in X 18in OPENING W/ COVER,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,36X24X20,,W/COVER,,,,,,,,,366,URD,655,39,1.0,10/03,NEW DRAWING,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,115241,DDAWSON
202.39,HANDHOLE 42in X 38in OPENING W/ COVER (No connectors),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,42x38x39,,W/COVER,,,,,,,,,366,URD,655,39,1.0,10/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,115241,DDAWSON
202.42,HANDHOLE 42in X 38in OPENING W/ COVER (No connectors),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,42x38x20,,W/COVER,,,,,,,,,366,URD,655,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
202.44,HANDHOLE 4ft X 4ft CONCRETE VAULT (sidwalk),S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,4x4ft,,HINGED,,,,,,,,,366,URD,655,39,1.0,05/99,NEW SPEC,19,98,1,16,19,96,1,2,12,MNess,20,11,4,22,143359,MNESS
202.57,HANDHOLE 5ft X 7ft CONCRETE VAULT 24in X 30in OPENING AND STEEL DOOR,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,16,PRI/SEC,HANDHOLE,5X7ft,,HINGED,,,,,,,,,366,URD,655,39,1.0,05/07,NEW SPEC,20,7,5,8,20,7,5,8,113814,MNESS,20,7,5,8,134858,MNESS
203.10,Obsolete Spec Use GSLV3 with three RanchRunner Transformers.,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,630,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
203.11,Obsolete Transformer Pad and Substructure 3 Phase LT= 150KVA Use 200.16 + PDXFCS,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,HANDHOLE,42X38in,,W/PAD,,,,,,,,,366,URD,631,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,20,103012,WALTH
203.12,Obsolete Spec for Transformer pad and box-Use 203.11,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,HH/PAD,36X14W/PAD,,,,,,,,,,,366,URD,632,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,20,103012,WALTH
203.13,"Obsolete Spec-Pad for Enclosure for 3-OH Transformers(8'x4.5'x6"")",S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,313,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
203.50,Obsolete Spec Use 204.30,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,66,Obsolete,,,,,,,,,,,,,366,URD,651,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
204.10,SWITCHSTAND 200AMP FIBERGLASS 1 PHASE,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,66,PRIMARY,SWTCHSTND,45x36in,,,,,,,,,,,366,URD,745,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
204.11,SWITCHSTAND 200AMP FIBERGLASS 1 PHASE FOR SWMVIELAST,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,66,PRIMARY,SWTCHSTND,56x50in,,,,,,,,,,,366,URD,,39,1.0,07/02,NEW SPEC,20,2,1,16,19,96,1,2,12,MNess,20,11,4,22,143641,MNESS
204.30,SWITCHSTAND 200AMP FIBERGLASS 3 PHASE,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,66,PRIMARY,SWTCHSTND,43x68in,,,,,,,,,,,366,URD,747,39,1,02/98,COST CORRECTION,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
204.31,Obsolete Spec Use 204.30,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,66,Obsolete,SWTCHSTND,,,,,,,,,,,,366,URD,,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
204.34,SWITCHSTAND 200AMP FIBERGLASS 3 PHASE 4/0 CONDUCTOR,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,66,PRIMARY,SWTCHSTND,45x70in,,,,,,,,,,,366,URD,,39,1.0,10/01,NEW SPEC,19,95,1,1,19,95,1,1,12,MNess,20,5,4,15,115241,DDAWSON
205.10,Obsolete Spec Use 205.30--don't install V-Phase RRII's on GSLV1's,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,,,,,,,,,,,,,366,URD,655,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
205.30,Obsolete 2 Phase Transformer Install (2-HH36B) - Use Spec 200.15,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,17,Obsolete,HANDHOLE,2-36X14in,,,,,,,,,,,367,URD,655,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
206.10,BUMPER POST W/ GROUND and SITE LOCATION,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,99,PRIMARY,BMPRPOST,,,,,,,,,,,,366,URD,655,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,7,5,29,114016,MNESS
206.12,Obsolete Primary Ground Kit W/ Bumper Post Two Phase - Use 206.10,S,SITEINV,Ground Specs,O,UD,STRUCTURES,UG,99,Obsolete,GROUND,,,,,,,,,,,,366,URD,655,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,7,5,29,114018,MNESS
206.13,Obsolete Primary Ground Kit W/ Bumper Post Three Phase - Use 206.10,S,SITEINV,Ground Specs,O,UD,STRUCTURES,UG,99,Obsolete,GROUND,,,,,,,,,,,,366,URD,655,39,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,7,5,29,114020,MNESS
207.10,Obsolete Primary Splice Location 2AL UG - Use SP2UG,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,Obsolete,SPLICE,,2AL,,,,,,,,,,367,URD,655,39,1.1,08/06,OBOSLETE USE SP2UG,19,96,1,16,19,96,1,2,12,MNess,20,6,8,10,114843,MNESS
207.19,"Obsolete ""T"" splice kit #2",S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,Obsolete,SPLICE,,2AL,,,,,,,,,,367,URD,655,39,1,12/98,OBSOLETED,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113254,DDAWSON
207.20,Obsolete Primary Splice Location 1/0 AL UG  - Use SP10UG,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,Obsolete,SPLICE,,1/0AL,,,,,,,,,,367,URD,655,39,1.1,08/06,OBOSLETE USE SP10UG,19,96,1,16,19,96,1,2,12,MNess,20,6,8,10,115004,MNESS
207.21,Obsolete Primary Splice Location  1/0 To 2 AL UG - Use SP2/10UG,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,Obsolete,SPLICE,,1/0AL,,,,,,,,,,367,URD,655,39,1.1,08/06,OBSOLETE USE SP2/10UG,19,96,1,16,19,96,1,2,12,MNess,20,6,8,10,115140,MNESS
207.40,Obsolete Primary Splice Location 4/0 AL UG -Use SP40UG,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,Obsolete,SPLICE,,4/0AL,,,,,,,,,,367,URD,655,39,1.1,08/06,OBSOLETE USE SP40UG,19,96,1,16,19,96,1,2,12,MNess,20,6,8,10,115242,MNESS
207.500,Obsolete Primary Splice Location 500 AL UG - Use SP500UG,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,Obsolete,SPLICE,,500AL,,,,,,,,,,367,URD,655,39,1.1,08/06,OBSOLETE USE SP500UG,19,96,1,16,19,96,1,2,12,MNess,20,6,8,10,115411,MNESS
207.750,Obsolete Primary Splice Location 750 AL UG - Use SP750UG,S,SITEINV,UG Structure Specs,O,UD,STRUCTURES,UG,59,PRIMARY,SPLICE,,750AL,,,,,,,,,,367,URD,655,39,1.1,08/06,OBSOLETE USE SP750UG,19,96,1,16,19,96,1,2,12,MNess,20,6,8,10,115440,MNESS
209.30,GROUNDSLEEVE 42in X 38in CONCRETE PAD FOR UG PRI.METER - Use with spec 370.31,S,SITEINV,UG Structure Specs,A,UD,STRUCTURES,UG,66,PRIMARY,METER,,,,,,,,,,,,366,URD,747,39,1,03/07,REACTIVATE,19,96,1,16,19,96,1,2,12,MNess,20,7,3,22,93815,MNESS
20CUGRND,2/0 OH COPPER USED FOR GROUNDING 4/0 AND LESS  UG 3 PHASE,W,SITEINV,UG Primary,A,UD,CONDUCTORS,UGPRIMCON,10,GROUND,.,.,.,Active,2/0,CU,.,JF,2/0COPPER,,,,365,CKT,230,52,1,08/06,NEW SPEC,20,6,8,17,20,6,8,17,151529,MNESS,20,6,8,17,151631,MNESS
20MALWLD,20 M ALUMOWELD GUY WIRE,W,SITEINV,OH Primary,A,OT,CONDUCTORS,TRANSMCON,10,GUYWIRE,20M,,,Active,20M,ALWD,BARE,,SG20M,,,,356,CKT,,36,1.1,04/10,CHANGED TO TRASMISSION AND SYMBOLISED,19,96,1,16,19,96,1,2,12,MNess,20,10,4,21,81707,MNESS
21.10,Obsolete 1-Phase 2 Wire 1 Crossarm Non-Corrosive,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,Obsolete,NON-CORRO,0-10,0,Obsolete,,,,,,0,,,,NONGIS,,1,1.3,05/05,OBSOLETE PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,9,100208,MNESS
21.11,1-PHASE 2 WIRE 1 CROSSARM,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHFLAT,0,LOW NEUT,TANGENT,0-20,0,NO,,,,,,0,,,,NONGIS,,1,1.3,09/06,NOTE CORRECTIONS,19,96,1,16,19,96,1,2,12,MNess,20,6,9,25,150007,MNESS
21.12,Obsolete Single Phase Spec SEE 21.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142143,DDAWSON
21.13,Obsolete Single Phase Spec-Like 21.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,9,20,154913,MNESS
21.20,Obsolete 1-Phase 2 Wire 2 Crossarm Non-Corrosive,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,Obsolete,NON-CORRO,0-30,0,NO,,,,,,0,,,,NONGIS,,1,1.3,05/05,OBSOLETE PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,6,142730,MNESS
21.21,1-PHASE 2 WIRE 2 CROSSARM,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHFLAT,0,LOW NEUT,TANGENT,0-30,0,NO,,,,,,0,,,,NONGIS,,1,1.2,10/03,CHANGED XARM BRACE TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105809,MNESS
21.22,Obsolete Single Phase Spec-SEE 21.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,1,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,4,6,10,142144,DDAWSON
21.30,Obsolete 1-Phase 2 Wire 2 Crossarm Deadend Non-Corrosive-Use 20.31,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,DEADEND,NON-CORRO,0,2/8,NO,,,,,,0,,,,NONGIS,,1,1.2,02/05,OBSOLETE  NON-CORROSIVE INSULATOR REMOVE,19,96,1,16,19,96,1,2,12,MNess,20,5,4,27,144951,MNESS
21.31,1-PHASE 2 WIRE 2 CROSSARM DEADEND,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHFLAT,0,LOW NEUT,DEADEND,0,2/8,NO,,,,,,0,,,,NONGIS,,1,1.2,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105824,MNESS
21.40,Obsolete 1-Phase 2 Wire 2 Crossarm THRU DEADENDNon-Corrosive,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,1PHFLAT,0,Obsolete,NON-CORRO,0-5,2/8,NO,,,,,,0,,,,NONGIS,,1,1.3,05/05,OBSOLETE PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,6,142732,MNESS
21.41,1-PHASE 2 WIRE 2 CROSSARM THRU DEADEND,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,1PHFLAT,0,LOW NEUT,THRUDEND,0-5,2/8,NO,,,,,,0,,,,NONGIS,,1,1.2,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,9,16,105918,MNESS
210.10,Obsolete Spec Use 210.13,S,SITEINV,Primary Specs,O,UD,UG CONSTRUCTION,PRIMUGASSEM,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,617,41,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,4,15,113219,DDAWSON
210.11,ELBOW   LOADBREAK 4/0 AL 175MIL W/TEST POINT,S,SITEINV,Primary Specs,A,UD,UG CONSTRUCTION,PRIMUGASSEM,0,ELBOW,4/0AL,,TESTPOINT,175MIL,,,,,,,,,367,NONGIS,702,41,1.4,03/09,HEAT SHRINK CHANGED TO COLD SHRINK,19,96,1,16,19,96,1,2,12,MNess,20,9,3,2,134054,MNESS
210.12,Obsolete Spec-Like 210.11-dead break,S,SITEINV,Primary Specs,O,UD,UG CONSTRUCTION,PRIMUGASSEM,0,Obsolete,,,,Obsolete,,,,,,,,,367,NONGIS,615,41,1.1,01/99,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,5,5,12,112229,MNESS
