CUUNIT,CUDESC,CUTYPE,CUTABL,CUPROM,CUOBSO,CUUNDR,CUMSTI,CUSUBI,CUSYMB,CUSEL1,CUSEL2,CUSEL3,CUSEL4,CUSEL5,CUATR1,CUATR2,CUATR3,CUATR4,CUATR5,CUCOLD,CUHOT,CURMV,CUFERC,CUFEAT,CUKIND,CUADDI,CURNUM,CURDTE,CURDES,CUEFCC,CUEFYY,CUEFMM,CUEFDD,CUCRCC,CUCRYY,CUCRMM,CUCRDD,CUCRTT,CUCRUU,CUCHCC,CUCHYY,CUCHMM,CUCHDD,CUCHTT,CUCHUU
45.21,3-PHASE 4 WIRE 2 CROSSARM THRU DEADEND LOW NEUT. PTI,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHLOWN,0,PTI,THRUDEND,CORROSIVE,0-15,2/8,,,,,,,,,,NONGIS,,8,1.4,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,92618,MNESS
45.22,Obsolete 3 Ph 4 wire 2 10ft Xarm THRU Deadend LOW NEUT.Non-Corrosive Use 45.23,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,NON-CORRO,0-10,Obsolete,,,,,,,,,,NONGIS,,8,1.4,05/05,OBSOLETE  PIN INSULATOR REMIVED,19,96,1,16,19,96,1,2,12,MNess,20,6,5,8,112352,MNESS
45.23,3-PHASE 4 WIRE 2 10 FT CROSSARM THRU DEADEND LOW NEUT,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHLOWN,0,THRUDEND,THRUDEND,CORROSIVE,0-10,2/10,,,,,,,,,,NONGIS,,8,1.4,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,6,5,8,112341,MNESS
45.26,3-PHASE 4 WIRE 2-8 FT HEAVY CROSSARM THRU DEADEND 394 PTI,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHLOWN,0,PTI,THRUDEND,394,0-15,2/8H,,,,,,,,,,NONGIS,,8,1.4,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,92651,MNESS
45.30,"Obsolete 3 Ph->3 Ph Deadend Spec-Like 45.16,+ADH8W1,-ADH10W2,-IP25LS(5),-IP15LS",S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,18,164404,MNESS
45.31,"Obsolete 3 Ph->3 Ph Deadend Spec-Like 45.16,+ADH8W1,-ADH10W2,-IP25LS(5),-IP15LS",S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,18,164432,MNESS
45.32,Obsolete 3 Ph->3 Ph Deadend Spec Use 45.13,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,18,164235,MNESS
45.33,"Obsolete 3 Ph->3 Ph Deadend Spec-Like 45.16,-IP25LS(5),-IP15LS",S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,19,115407,MNESS
45.40,"Obsolete 3 Ph->3 Ph Deadend Spec-Like 45.20,+AD8HW1,-AD8W",S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,18,164324,MNESS
45.41,Obsolete 3 Ph->3 Ph Deadend Spec-Use 45.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,19,115414,MNESS
45.42,3-PHASE 4 WIRE 2-8 FT CROSSARM DOUBLE DEADEND CORNER POLE,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHLOWN,0,LOW NEUT,DBLDEND,394,90,2/8,,,,,,,,,,NONGIS,,8,1.1,02/05,CHANGED BELL INSULATOR TO POLYMER,19,96,1,16,20,4,9,27,90431,MNESS,20,5,5,10,92743,MNESS
45.44,3-PHASE 4 WIRE 2-10 FT CROSSARM DOUBLE DEADEND  FLAT,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHFLAT,0,Corrosive,DBLDEND,394,90,2/10,,,,,,,,,,NONGIS,,8,1,09/04,NEW SPEC,19,96,1,16,20,4,9,27,132722,MNESS,20,5,5,10,92724,MNESS
45.66,Obsolete 3 Ph->3 Ph Thru Deadend Spec. SEE 42.65,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,394,.,2/8H,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,19,115441,MNESS
45.81,Obsolete 3 Ph->3 Ph Thru Thru Corner Deadend Use 45.42,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,CORNER,CORROSIVE,90,Obsolete,,,,,,,,,,NONGIS,,8,1.2,05/06,OBSOLETE NOT AVIAN FREINDLY,19,95,1,1,19,95,1,1,12,MNess,20,6,5,1,85000,MNESS
45.95,3-PHASE 4 WIRE 2-22 FT CROSSARM THRU DEADEND FLAT 2 POLE,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHFLAT,0,THRUDEND,CORROSIVE,0-15,2/22,NO,,,,,,,,,,NONGIS,,8,1.3,10/03,CROSSARM BRACE CHANGED TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,92906,MNESS
46.10,Obsolete 3 Ph 4 Wire 1 Alley Arm Flat Non-Corrosive Use 46.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,ALLEY,NON-CORRO,0-5,1/10,NO,,,,,,,,,,NONGIS,,8,1.4,05/05,OBSOLETE  PIN INSULATOR REMIVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,92916,MNESS
46.11,3-PHASE 4 WIRE 1 ALLEYARM FLAT,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHFLAT,0,ALLEY,CORROSIVE,0-5,1/10,NO,,,,,,,,,,NONGIS,,8,1.3,10/03,CROSSARM BRACE CHANGED TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,92948,MNESS
46.12,Obsolete 3 Ph 3 Wire 1 Alley Arm LOW NEUT. Non-Corrosive Use 46.13,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,LOW NEUT,ALLEY,NON-CORRO,0-5,1/10,,,,,,,,,,NONGIS,,8,1.4,05/05,OBSOLETE  PIN INSULATOR REMIVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,93005,MNESS
46.13,3-PHASE 3 WIRE 1 ALLEYARM LOW NEUT.,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHLOWN,0,LOW NEUT,ALLEY,CORROSIVE,0-5,1/10,,,,,,,,,,NONGIS,,8,1.3,10/03,CROSSARM BRACE CHANGED TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,93010,MNESS
46.14,Obsolete 3 Phase Alley Arm Spec-Unknown,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,19,115533,MNESS
46.15,Obsolete 3 Phase Alley Arm Spec-Unknown,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,19,115536,MNESS
46.20,Obsolete 3 Ph 4 Wire 2 Alley Arm Flat Non-Corrosive Use 46.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,C,NON-CORRO,0-5,2/10,Obsolete,,,,,,,,,,NONGIS,,8,1.4,05/05,OBSOLETE  PIN INSULATOR REMIVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,93027,MNESS
46.21,3-PHASE 4 WIRE ALLEYARM FLAT,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHFLAT,0,ALLEY,CORROSIVE,0-5,2/10,NO,,,,,,,,,,NONGIS,,8,1.3,10/03,CROSSARM BRACE CHANGED TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,93035,MNESS
46.22,Obsolete 3 Ph 3 Wire 2 Alley Arm LOW NEUT.Non-Corrosive Use 46.23,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,ALLEY,NON-CORRO,0-5,Obsolete,,,,,,,,,,NONGIS,,8,1.4,05/05,OBSOLETE  PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,5,5,10,93108,MNESS
46.23,3-PHASE 3 WIRE 2 ALLEYARM LOW NEUT.,S,SITEINV,Primary Specs,A,OD,OH CONSTRUCTION,3PHLOWN,0,LOW NEUT,ALLEY,CORROSIVE,0-5,2/10,,,,,,,,,,NONGIS,,8,1.3,10/03,CROSSARM BRACE CHANGED TO WOOD,19,96,1,16,19,96,1,2,12,MNess,20,5,5,19,85228,MNESS
46.24,Obsolete 3 Ph Alley Spec-Like 46.21 w/12' arm,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,18,164633,MNESS
46.25,Obsolete 3 Ph Alley Spec-Like 46.21 w/12' arm,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,18,165027,MNESS
46.30,Obsolete 3 Ph Alley-Like 2-46.13's stacked w/no 3rd phase and vert. Brace,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,103531,MNESS
46.40,Obsolete 3 Ph Alley-Like 2-46.23's stacked w/no 3rd phase and vert. Brace,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,8,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,103519,MNESS
47.10,Obsolete Double Circuit. Specs-Like 41.35 w/ 31.11 underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,104700,MNESS
47.12,Obsolete Double Circuirt Specs-Like 41.35 w/ 31.11 underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,104706,MNESS
47.20,Obsolete Double Circuirt Specs-Like 42.31 w/ 31.21 Underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,104825,MNESS
47.22,Obsolete Double Circuirt Specs-Like 42.31 w/ 31.21 Underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,104829,MNESS
47.23,Obsolete Double Circuirt Specs-Like 42.31 w/ 31.21 Underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,13,10,17,93240,MNESS
47.30,Obsolete Double Circuirt Specs-Like 42.21 BRC between 33.11 underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,105729,MNESS
47.31,Obsolete Double Circuirt Specs-Like 42.21 BRC between 33.11 underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,105735,MNESS
47.32,Obsolete Double Circuirt Specs-Like 42.21 BRC between 33.11 underbuild,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,105742,MNESS
47.40,"Obsolete Double Circuirt Specs-Like 43.13,-BRC between 32.11 underbuild",S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,105657,MNESS
47.50,Obsolete Double Circuirt Specs Use 42.63 w/AD8W below 32.21 underbuild no nuet,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,,,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,110139,MNESS
48.10,Obsolete 3 Phase vertical compact Non-Corrosive -Never used,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,COMPACT,TANGENT,NON-CORRO,0-10,Obsolete,,,,,,,,,,NONGIS,,9,1.3,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,23,112419,MNESS
48.11,Obsolete 3 PhaseE vertical compact-Never used,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,COMPACT,TANGENT,CORROSIVE,0-10,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,23,112423,MNESS
48.12,Obsolete 3 Phase 4 Wire vertical compact 394 spec Use 40.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,NON-CORRO,,Obsolete,,,,,,,,,,NONGIS,,9,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,110452,MNESS
48.30,Obsolete 3 Ph 3 Wire compact 1 fiberglass arm Non-Corrosive Use 41.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,NON-CORRO,0-10,Obsolete,,,,,,,,,,NONGIS,,9,1.4,05/05,OBSOLETE  PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112024,MNESS
48.31,Obsolete 3 Ph 3 Wire compact 1 fiberglass arm  use  41.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,CORROSIVE,0-10,Obsolete,,,,,,,,,,NONGIS,,9,1.6,01/09,OBSOLETE ASFG36 OUT OF STOCK,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112730,MNESS
48.32,Obsolete 3 phase 4 wire compact 1 fiberglass arm 394 spec-use  41.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,NON-CORRO,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112758,MNESS
48.33,Obsolete 3 phase 4 wire compact 1 fiberglass arm side tie-Useuse  41.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,ANGLE,CORROSIVE,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112810,MNESS
48.34,Obsolete 3 phase 4 wire compact 1 fiberglass arm side tie corrosive use  41.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,ANGLE,CORROSIVE,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112817,MNESS
48.35,Obsolete 3 phase 4 wire compact 1 fiberglass arm 394 side tie-Use 41.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,ANGLE,,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112938,MNESS
48.40,Obsolete 3 Ph 3 Wire compact 2 fiberglass arm Non-Corrosive Use 42.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,NON-CORRO,10-30,2/3FG,,,,,,,,,,NONGIS,,9,1.5,05/05,OBSOLETE  PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112946,MNESS
48.41,Obsolete 3 Ph 3 Wire compact 2 fiberglass arm  42.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,CORROSIVE,20-30,Obsolete,,,,,,,,,,NONGIS,,9,1.5,01/09,OBSOLETE ASFG36 OUT OF STOCK,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,112953,MNESS
48.42,Obsolete 3 Phase 4 Wire 2 compact fiberglass arm 394 spec - Use 42.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113003,MNESS
48.43,Obsolete 3 Phase 4 Wire compact fiberglass arm side tie spec-Use 42.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,NON-CORRO,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113014,MNESS
48.44,Obsolete 3 Phase 4 Wire 2 compact fiberglass arm side tie spec-Use 42.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,CORROSIVE,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113018,MNESS
48.45,Obsolete 3 Phase 4 Wire 2 compact fiberglass arm side tie 394 - Use 42.44,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,TANGENT,394,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113024,MNESS
48.50,Obsolete 3 Phase 4 Wire  Deadend Compact Non-Corrosive Use 43.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,DEADEND,NON-CORRO,0,Obsolete,,,,,,,,,,NONGIS,,9,1.4,02/05,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113029,MNESS
48.51,Obsolete 3 Phase 4 Wire  Deadend Compact Braceless Arm  43.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,DEADEND,CORROSIVE,0,1/4COMP,,,,,,,,,,NONGIS,,9,1.5,11/10,OBSOLETE FIBER AND AVIAN CONCERNT,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113043,MNESS
48.53,Obsolete 3 Phase 4 Wire Deadend compact 394 spec- Use 43.16,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,DEADEND,394,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113051,MNESS
48.60,Obsolete 3 Phase 4 Wire deadend compact-never used,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,NON-CORRO,,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,23,112500,MNESS
48.61,Obsolete 3 Phase 4 Wire deadend compact-never used,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHFLAT,0,Obsolete,CORROSIVE,,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,5,5,23,112503,MNESS
48.70,Obsolete 3 Ph->1 Ph THRU Deadend Compact Non-Corrosive Use 44.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,NON-CORRO,0-15,Obsolete,,,,,,,,,,NONGIS,,9,1.6,05/05,OBSOLETE  PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113107,MNESS
48.71,Obsolete 3 Phase To 1-Phase THRU Deadend Compact Use 44.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,CORROSIVE,0-15,1/4COMP,,,,,,,,,,NONGIS,,9,1.7,12/10,OBSOLETE FIBER TRACKING AND AVIAN ISSUES,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113124,MNESS
48.72,Obsolete 3 Phase to 1 Phase thru Deadend Compact 394-Use 44.11,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,394,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113126,MNESS
48.73,Obsolete 3 Phase to 2 Phase thru Deadend Compact Non-Corrosive Use 44.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,NON-CORRO,0-15,1/4COMP,,,,,,,,,,NONGIS,,9,1.5,05/05,OBSOLETE  PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113149,MNESS
48.74,Obsolete 3 Phase To 2-Phase thru Deadend Compact 394 SPEC  Use 44.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,CORROSIVE,,1/4COMP,,,,,,,,,,NONGIS,,9,1.2,12/10,OBSOLETE FIBER TRACKING AND AVIAN ISSUES,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113156,MNESS
48.75,Obsolete 3 Phase to 2 Phase thru compact deadend 394 spec - Use 44.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,394,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113541,MNESS
48.76,Obsolete 3 Phase to 3 Phase thru compact deadend Non-Corrosive Use 45.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,NON-CORRO,0-15,Obsolete,,,,,,,,,,NONGIS,,9,1.5,05/05,OBSOLETE  PIN INSULATOR REMOVED,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113222,MNESS
48.77,Obsolete 3 Phase to 3 Phase thru compact deadend  Use 45.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,CORROSIVE,0-15,1/4COMP,,,,,,,,,,NONGIS,,9,1.6,12/10,OBOSLETE FIVER TRACKING AND AVIAN ISSUES,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113518,MNESS
48.78,Obsolete 3 Phase to 3 Phase thru compact deadend 394 - Use 45.21,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,394,,Obsolete,,,,,,,,,,NONGIS,,9,1.1,01/96,OBSOLETE,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113452,MNESS
48.80,Obsolete 3 Phase to 3 Phase thru compact deadend For Switches 45.26 2-IP15SS,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,THRUDEND,NON-CORRO,0-15,1/4COMP,,,,,,,,,,NONGIS,,9,1.4,12/10,OBSOLETE FIBER TRACKING AND AVIAN ISSUES,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113444,MNESS
48.81,Obsolete 3 Phase to 3 Phase thru compact Corner Deadend  Use 45.42,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,3PHLOWN,0,Obsolete,CORNER,CORROSIVE,90,2/4COMP,,,,,,,,,,NONGIS,,9,1.7,12/10,OBSOLETE FIBER TRACKING AND AVIAN ISSUES,19,96,1,16,19,96,1,2,12,MNess,20,12,4,19,113257,MNESS
4TAFNSV,4 AL TRIPLEX FULL NEUTRAL  BARNACLE,W,SITEINV,OH Serv/Sec,A,OD,CONDUCTORS,OHSERVCON,101,BARNACLE,85AMP,TRIPLEX,F-NEUTRAL,Active,4,AL,XLPE,FN,4TA,,,,369,CKT,,36,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,7,7,12,93554,MNESS
4TAFSC,4 AL TRIPLEX FULL NEUTRAL  BARNACLE,W,SITEINV,OH Serv/Sec,A,OD,CONDUCTORS,OHSECCON,101,BARNACLE,85AMP,TRIPLEX,F-NEUTRAL,Active,4,AL,XLPE,FN,4TA,,,,369,CKT,,36,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,12,MNess,20,7,7,12,93556,MNESS
50.10,Obsolete Insulator  Specs-Like IPN15LS,S,SITEINV,Primary Specs,O,OD,OH CONSTRUCTION,SUBASS,0,Obsolete,,,,Obsolete,,,,,,,,,365,NONGIS,,,1,01/96,REVISION TO NEW FORMAT,19,96,1,16,19,96,1,2,0,,20,5,4,15,113228,DDAWSON
